0x006708d8	..\Data\MsgDat\
0x00788548	%s %d
0x00788580	TARGET_SELECT_CASTPLANET
0x0078859c	TARGET_SELECT_CASTING
0x007889d0	%03d/100
0x00788a0c	OrderSuggestType Error!
0x00788a24	%s %s
0x00788a2c	%d/%2d/%2d %02d:%02d
0x00788a44	Nothing
0x00788a4c	/../data/image/face/faceshadow.tga
0x00788a94	%s%3d%s
0x00788c48	----
0x00788c64	%-20s
0x00788c6c	----------------------------------------------------------------------------------\n
0x00788d1c	-----
0x00788d30	-------------
0x00788d4c	%d%4d%4d%4d%4d%4d%4d%4d%4d%4d%4d
0x00788d74	----------
0x00788d9c	/../data/image/window/baloon_parts.tga
0x00788e6c	CommandCarryingOut
0x00788e80	CommandAssignment
0x00788e94	NotifyCarryingEnd
0x00788ea8	NotifyCarryingBegin
0x00788ebc	CommandCarryingInOut
0x00788ed4	NotifySupplementEnd
0x00788ee8	NotifySupplementBegin
0x00788f00	CommandSupplement
0x00788f14	NotifyReorganizationEnd
0x00788f2c	NotifyReorganizationBegin
0x00788f48	CommandReorganization
0x00788f60	CommandCompletenessSupply
0x00788f7c	CommandCompletenessRepair
0x00788f98	[Output_CommandCompletenessRepair::get_length] ship_units_size[%d] is over than 70.\n
0x00788ff0	[Output_CommandCompletenessRepair::output_to_stream] ship_units_size[%d] is over than 70.\n
0x0078904c	result_supplies=
0x00789060	result_damaged=
0x00789070	ship_units[%d]={
0x00789084	_INF:CommandCompletenessRepair# 
0x007890a8	[Output_CommandCompletenessSupply::get_length] result_to_unit_size[%d] is over than 70.\n
0x00789104	[Output_CommandCompletenessSupply::get_length] result_from_unit_size[%d] is over than 26.\n
0x00789160	[Output_CommandCompletenessSupply::output_to_stream] result_to_unit_size[%d] is over than 70.\n
0x007891c0	[Output_CommandCompletenessSupply::output_to_stream] result_from_unit_size[%d] is over than 26.\n
0x00789224	result_to_unit[%d]={
0x0078923c	result_from_unit[%d]={
0x00789254	to_supplies=
0x00789264	to_outfit=
0x00789270	from_outfit=
0x00789280	_INF:CommandCompletenessSupply# 
0x007892a4	[Output_CommandReorganization::get_length] move_troops_size[%d] is over than 24.\n
0x007892f8	[Output_CommandReorganization::get_length] move_ships_size[%d] is over than 99.\n
0x0078934c	[Output_CommandReorganization::output_to_stream] move_troops_size[%d] is over than 24.\n
0x007893a4	[Output_CommandReorganization::output_to_stream] move_ships_size[%d] is over than 99.\n
0x007893fc	_INF:CommandReorganization# 
0x0078941c	_INF:NotifyReorganizationBegin# 
0x00789440	_INF:NotifyReorganizationEnd# 
0x00789460	[Output_CommandSupplement::get_length] result_outfit_troops_size[%d] is over than 24.\n
0x007894b8	[Output_CommandSupplement::get_length] result_outfit_ships_size[%d] is over than 99.\n
0x00789510	[Output_InformationSupplementUnit::get_length] units_size[%d] is over than 99.\n
0x00789560	[Output_CommandSupplement::get_length] move_troops_size[%d] is over than 24.\n
0x007895b0	[Output_CommandSupplement::get_length] supplement_unit_size[%d] is over than 99.\n
0x00789604	[Output_CommandSupplement::output_to_stream] result_outfit_troops_size[%d] is over than 24.\n
0x00789664	[Output_CommandSupplement::output_to_stream] result_outfit_ships_size[%d] is over than 99.\n
0x007896c0	[Output_InformationSupplementUnit::output_to_stream] units_size[%d] is over than 99.\n
0x00789718	[Output_CommandSupplement::output_to_stream] move_troops_size[%d] is over than 24.\n
0x0078976c	[Output_CommandSupplement::output_to_stream] supplement_unit_size[%d] is over than 99.\n
0x007897c4	result_outfit_supplies=
0x007897dc	result_outfit_troops[%d]={
0x007897f8	result_outfit_ships[%d]={
0x00789814	move_supplies=
0x00789824	supplement_unit[%d]={
0x0078983c	_INF:CommandSupplement# 
0x00789858	_INF:NotifySupplementBegin# 
0x00789878	_INF:NotifySupplementEnd# 
0x00789894	[Output_CommandCarryingInOut::get_length] move_troop_packages_size[%d] is over than 24.\n
0x007898f0	[Output_CommandCarryingInOut::get_length] move_other_packages_size[%d] is over than 3.\n
0x00789948	[Output_CommandCarryingInOut::output_to_stream] move_troop_packages_size[%d] is over than 24.\n
0x007899a8	[Output_CommandCarryingInOut::output_to_stream] move_other_packages_size[%d] is over than 3.\n
0x00789a08	move_troop_packages[%d]={
0x00789a24	move_other_packages[%d]={
0x00789a40	_INF:CommandCarryingInOut# 
0x00789a5c	_INF:NotifyCarryingBegin# 
0x00789a78	_INF:NotifyCarryingEnd# 
0x00789a94	[Output_CommandAssignment::get_length] result_outfit_troops_size[%d] is over than 24.\n
0x00789aec	[Output_CommandAssignment::get_length] result_outfit_ships_size[%d] is over than 99.\n
0x00789b44	[Output_CommandAssignment::get_length] result_base_troops_size[%d] is over than 24.\n
0x00789b9c	[Output_CommandAssignment::get_length] result_base_ships_size[%d] is over than 99.\n
0x00789bf0	[Output_CommandAssignment::get_length] move_troops_size[%d] is over than 24.\n
0x00789c40	[Output_CommandAssignment::get_length] move_ships_size[%d] is over than 99.\n
0x00789c90	[Output_CommandAssignment::output_to_stream] result_outfit_troops_size[%d] is over than 24.\n
0x00789cf0	[Output_CommandAssignment::output_to_stream] result_outfit_ships_size[%d] is over than 99.\n
0x00789d4c	[Output_CommandAssignment::output_to_stream] result_base_troops_size[%d] is over than 24.\n
0x00789da8	[Output_CommandAssignment::output_to_stream] result_base_ships_size[%d] is over than 99.\n
0x00789e04	[Output_CommandAssignment::output_to_stream] move_troops_size[%d] is over than 24.\n
0x00789e58	[Output_CommandAssignment::output_to_stream] move_ships_size[%d] is over than 99.\n
0x00789eac	result_base_supplies=
0x00789ec4	result_base_troops[%d]={
0x00789ee0	result_base_ships[%d]={
0x00789ef8	_INF:CommandAssignment# 
0x00789f14	outfit_achievement=
0x00789f28	_INF:CommandCarryingOut# 
0x00789f44	[Input_CommandCompletenessRepair::input_from_stream] ship_units_size[%d] is over than 70.\n
0x00789fa0	[Input_CommandCompletenessSupply::input_from_stream] result_to_unit_size[%d] is over than 70.\n
0x0078a000	[Input_CommandCompletenessSupply::input_from_stream] result_from_unit_size[%d] is over than 26.\n
0x0078a064	[Input_CommandReorganization::input_from_stream] move_troops_size[%d] is over than 24.\n
0x0078a0bc	[Input_CommandReorganization::input_from_stream] move_ships_size[%d] is over than 99.\n
0x0078a114	[Input_CommandSupplement::input_from_stream] result_outfit_troops_size[%d] is over than 24.\n
0x0078a174	[Input_CommandSupplement::input_from_stream] result_outfit_ships_size[%d] is over than 99.\n
0x0078a1d0	[Input_InformationSupplementUnit::input_from_stream] units_size[%d] is over than 99.\n
0x0078a228	[Input_CommandSupplement::input_from_stream] move_troops_size[%d] is over than 24.\n
0x0078a27c	[Input_CommandSupplement::input_from_stream] supplement_unit_size[%d] is over than 99.\n
0x0078a2d4	[Input_CommandCarryingInOut::input_from_stream] move_troop_packages_size[%d] is over than 24.\n
0x0078a334	[Input_CommandCarryingInOut::input_from_stream] move_other_packages_size[%d] is over than 3.\n
0x0078a394	[Input_CommandAssignment::input_from_stream] result_outfit_troops_size[%d] is over than 24.\n
0x0078a3f4	[Input_CommandAssignment::input_from_stream] result_outfit_ships_size[%d] is over than 99.\n
0x0078a450	[Input_CommandAssignment::input_from_stream] result_base_troops_size[%d] is over than 24.\n
0x0078a4ac	[Input_CommandAssignment::input_from_stream] result_base_ships_size[%d] is over than 99.\n
0x0078a508	[Input_CommandAssignment::input_from_stream] move_troops_size[%d] is over than 24.\n
0x0078a55c	[Input_CommandAssignment::input_from_stream] move_ships_size[%d] is over than 99.\n
0x0078a88c	MailSvAccountAddOK
0x0078a938	NotifySimpleInformationCharacterEntry
0x0078a960	NotifySimpleInformationOrderSuggestCharacter
0x0078a990	NotifySimpleInformationCardAvailableBaseSeat
0x0078a9c0	NotifySimpleInformationCardAvailableOutfitSeat
0x0078a9f0	NotifySimpleInformationCompletenessSupplyOutfit
0x0078aa20	NotifySimpleInformationRankingCharacter
0x0078aa48	NotifySimpleInformationRank
0x0078aa64	NotifySimpleInformationCard
0x0078aa80	NotifySimpleInformationUnit
0x0078aa9c	NotifySimpleInformationStrategy
0x0078aabc	NotifySimpleInformationGrid
0x0078aad8	NotifySimpleInformationBase
0x0078aaf4	NotifySimpleInformationOutfit
0x0078ab14	NotifySimpleInformationCharacter
0x0078ab38	TransactionSimpleDataEnd
0x0078ab54	TransactionSimpleDataBegin
0x0078ab70	request_card=
0x0078ab80	strategy_kind=
0x0078ab90	notify_type=
0x0078aba0	_INF:TransactionSimpleDataBegin# 
0x0078abc4	_INF:TransactionSimpleDataEnd# 
0x0078abe4	_INF:NotifySimpleInformationCharacter# 
0x0078ac0c	_INF:NotifySimpleInformationOutfit# 
0x0078ac34	_INF:NotifySimpleInformationBase# 
0x0078ac58	_INF:NotifySimpleInformationGrid# 
0x0078ac7c	_INF:NotifySimpleInformationStrategy# 
0x0078aca4	_INF:NotifySimpleInformationUnit# 
0x0078acc8	empty_number=
0x0078acd8	_INF:NotifySimpleInformationCard# 
0x0078acfc	_INF:NotifySimpleInformationRank# 
0x0078ad20	domestic_point=
0x0078ad30	battle_point=
0x0078ad40	ranking=
0x0078ad4c	_INF:NotifySimpleInformationRankingCharacter# 
0x0078ad7c	empty_supplies=
0x0078ad8c	_INF:NotifySimpleInformationCompletenessSupplyOutfit# 
0x0078adc4	_INF:NotifySimpleInformationCardAvailableOutfitSeat# 
0x0078adfc	_INF:NotifySimpleInformationCardAvailableBaseSeat# 
0x0078ae30	_INF:NotifySimpleInformationOrderSuggestCharacter# 
0x0078ae64	_INF:NotifySimpleInformationCharacterEntry# 
0x0078ae94	[Input_NotifySimpleInformationCharacter::input_from_stream] information_size[%d] is over than 200.\n
0x0078aef8	[Input_NotifySimpleInformationOutfit::input_from_stream] information_size[%d] is over than 200.\n
0x0078af5c	[Input_NotifySimpleInformationBase::input_from_stream] information_size[%d] is over than 200.\n
0x0078afbc	[Input_NotifySimpleInformationGrid::input_from_stream] information_size[%d] is over than 200.\n
0x0078b01c	[Input_NotifySimpleInformationStrategy::input_from_stream] information_size[%d] is over than 200.\n
0x0078b080	[Input_NotifySimpleInformationUnit::input_from_stream] information_size[%d] is over than 600.\n
0x0078b0e0	[Input_NotifySimpleInformationCard::input_from_stream] information_size[%d] is over than 300.\n
0x0078b140	[Input_NotifySimpleInformationRank::input_from_stream] information_size[%d] is over than 21.\n
0x0078b1a0	[Input_NotifySimpleInformationRankingCharacter::input_from_stream] information_size[%d] is over than 100.\n
0x0078b20c	[Input_NotifySimpleInformationCompletenessSupplyOutfit::input_from_stream] information_size[%d] is over than 300.\n
0x0078b280	[Input_NotifySimpleInformationCardAvailableOutfitSeat::input_from_stream] information_size[%d] is over than 180.\n
0x0078b2f4	[Input_NotifySimpleInformationCardAvailableBaseSeat::input_from_stream] information_size[%d] is over than 300.\n
0x0078b364	[Input_SimpleInformationOrderSuggestCharacter::input_from_stream] character_size[%d] is over than 10.\n
0x0078b3cc	[Input_NotifySimpleInformationOrderSuggestCharacter::input_from_stream] information_size[%d] is over than 10.\n
0x0078b43c	[Input_NotifySimpleInformationCharacterEntry::input_from_stream] information_size[%d] is over than 100.\n
0x0078b5c8	SysLoginAuthResponse
0x0078b5e0	SysLoginAuthRequest
0x0078b5f4	SysLobbySessionLoginNG
0x0078b60c	SysLobbySessionLoginOK
0x0078b624	SysLobbySessionLoginRequest
0x0078b640	SysLobbyCommandDeleteCharacter
0x0078b660	SysLobbyCommandExtensionCharacterCharge
0x0078b688	SysLobbyResponseInformationAccount
0x0078b6ac	SysLobbyRequestInformationAccount
0x0078b6d0	SysSessionMailNotify
0x0078b6e8	SysSessionAnnounceNotify
0x0078b704	SysSessionCountdownNotify
0x0078b720	SysSessionResponseInformationCharacterCharge
0x0078b750	SysSessionRequestInformationCharacterCharge
0x0078b77c	SysSessionResponseCharacterEntryFameConsumption
0x0078b7ac	SysSessionRequestCharacterEntryFameConsumption
0x0078b7dc	SysSessionResponseGenerateCharacterFinish
0x0078b808	SysSessionRequestGenerateCharacterFinish
0x0078b834	SysSessionResponseGenerateCharacterCheckMultiplayFlagShipName
0x0078b874	SysSessionRequestGenerateCharacterCheckMultiplayFlagShipName
0x0078b8b4	SysSessionResponseGenerateCharacterCheckMultiplayDisplayName
0x0078b8f4	SysSessionRequestGenerateCharacterCheckMultiplayDisplayName
0x0078b930	SysSessionResponseUpdateInformationChargedCharacter
0x0078b964	SysSessionRequestUpdateInformationChargedCharacter
0x0078b998	SysSessionNotifyInformationSession
0x0078b9bc	SysSessionCommandStateComplete
0x0078b9dc	SysSessionResponseSessionState
0x0078b9fc	SysSessionRequestSessionState
0x0078ba1c	SysCommandLogoutAccount
0x0078ba34	SysResponseInformationAccount
0x0078ba54	SysRequestInformationAccount
0x0078ba74	SysNotifyHost
0x0078ba84	SysLoginNG
0x0078ba90	SysLoginOK
0x0078ba9c	SysLoginRequest
0x0078baac	SysNotifyInvalidMessage
0x0078bb04	/../data/image/window/dialog_parts.tga
0x0078bb54	TARGET_SELECT_S_CARD
0x0078bb6c	TARGET_SELECT_S_UNIT
0x0078bb84	TARGET_SELECT_S_BASE
0x0078bb9c	TARGET_SELECT_S_STRATEGY
0x0078bbb8	TARGET_SELECT_S_RANK
0x0078bc84	SELECT_TXT_STRATEGY_CATEGORY
0x0078bca4	Please choose the grid.
0x0078bd98	TARGET_SELECT_GRID
0x0078bdac	TARGET_SELECT_S_SUPPLY_OUTFIT
0x0078bdcc	TARGET_SELECT_S_OUTFIT
0x0078bde4	TARGET_SELECT_S_CARD_BASE
0x0078be00	TARGET_SELECT_S_CARD_OUTFIT
0x0078be1c	TARGET_SELECT_S_CHARACTER
0x0078be38	TARGET_SELECT_UNKNOWN
0x0078be50	SelectDialog
0x0078bed8	TARGET_TEXT_SELECT_STRATEGY_OUTFIT_NUM
0x0078bf00	TARGET_TEXT_SELECT
0x0078bf14	TextDialog
0x0078bf2c	%s %d%s
0x0078bf40	TARGET_ORGANIZE
0x0078bf54	Warp to %d Grid ...\n
0x0078bf6c	TARGET_BASE_GRID
0x0078bf80	TARGET_GRID
0x0078bf8c	TARGET_SPOT_OWNER
0x0078bfa0	TARGET_SPOT
0x0078bfac	SELECT_TXT_MCP_MAKE_PLAN
0x0078bfd4	Warp OK!\n
0x0078c17c	%s%s\n%s    %s
0x0078c18c	%s    %d%s%d
0x0078c19c	%s      %d%s%d\n%s    %d%s%d
0x0078c1b8	%s %d%s%d
0x0078c1c4	%s      %d%s%d\n%s    %d%s%d\n%s    %d%s%d
0x0078c1f0	%s        %d%s%d
0x0078c204	%s      %d%s%d\n
0x0078c2c0	--------------
0x0078c360	\n%-12s%7d(%7d) %-16s%5d(%5d)\n%-16s%5d(%5d) %-16s%5d(%5d)\n%-16s%5d(%5d) %-16s%5d(%5d)\n%-16s%5d(%5d) %-16s%5d(%5d)\n%-16s%5d(%5d) %-16s%5d(%5d)\n%-16s%5d(%5d) %-16s%5d(%5d)\n
0x0078c42c	%s %s(%d)
0x0078c478	%s%s %s
0x0078c488	SendSimpleDataCommand
0x0078c6c4	GoReceive
0x0078c76c	SendWarpCommand
0x0078c784	SelectGrid
0x0078c79c	SupplyFuelCommand
0x0078c7dc	SelectSpot
0x0078c7e8	SearchCommand
0x0078c7f8	GetMoveBaseMode
0x0078c858	SendOrganizeDataCommand
0x0078c974	FromDialog
0x0078cf30	SendMoveSpotCommand
0x0078d4d0	     %-2d      %-2d      %-2d      %-2d\n     %-2d      %-2d      %-2d      %-2d\n       %-7d      %-4d
0x0078d538	%s    %s    %s    %s\n%s    %s    %s    %s\n%s         %s 
0x0078d574	%-4d\n
0x0078d57c	%-4d             %-4d
0x0078d5a4	 PCP              MCP
0x0078d5bc	%s%s\n
0x0078d5c4	/../data/image/senryaku_panel/senryaku_mainpanel.tga
0x0078d5fc	     %-2d      %-2d      %-2d      %-2d\n     %-2d      %-2d      %-2d      %-2d\n      %-7d      %-4d
0x0078d664	%s %d%s %2d%s %2d%s %2d%s %2d%s
0x0078d684	%s :%s %3d:%2d
0x0078d758	 %s[%d] 
0x0078d768	DANGER!!FACE HEAD ERROR!!!%s\n
0x0078d788	/../data/image/face\unknownface.tga
0x0078d7ac	/../data/image/face/tcf.hed
0x0078d7c8	FACE READ MISS %s %d\n
0x0078d7e0	A.tga
0x0078d7e8	B.tga
0x0078d814	_lseek to beginning failed
0x0078d830	file open failed
0x0078d844	/../data/image/face/gaf.tcf
0x0078d860	/../data/image/face/gam.tcf
0x0078d87c	/../data/image/face/gef.tcf
0x0078d898	/../data/image/face/gem.tcf
0x0078d8b4	/../data/image/face/o.tcf
0x0078d8d0	/../data/image/face/oam.tcf
0x0078d8ec	/../data/image/face/oem.tcf
0x0078d95c	   %2d
0x0078d9c4	%d / %d
0x0078da94	ORIGINAL CHARGE MISSTAKE!!!!
0x0078dab4	ORIGINAL CHARGE OK!!
0x0078dad0	 %-8s
0x0078daee	zzzzzzzzzzzzzzzzzzzzzz
0x0078db94	5rMOz
0x0078dbc6	zzzzzzzzzzzzzzzzz
0x0078dc30	../data/image/Field/NewRange.bmp
0x0078dc54	../data/image/map_obj/mo_cloud01.tga
0x0078dcdc	CreatePixelShader!!!
0x0078dcf4	CreateVertexShader!!!
0x0078dd0c	..//data//ginei_ps%d.txt
0x0078dd28	..//data//ginei_vs%d.txt
0x0078ddd1	F%3d, %3d, %3d
0x0078dde9	F%3d, %3d, %3d
0x0078defc	../data/image/sun/glow_B.bmp
0x0078df1c	../data/image/sun/glow_FA.bmp
0x0078df3c	../data/image/sun/glow_L.bmp
0x0078df78	Header\n
0x0078dfc9	Vector\n
0x0078e00e	Coords2d\n
0x0078e04a	Matrix4x4\n
0x0078e08d	ColorRGBA\n
0x0078e0ed	ColorRGB\n
0x0078e13d	IndexedColor\n
0x0078e197	Boolean\n
0x0078e1cf	Boolean2d\n
0x0078e222	MaterialWrap\n
0x0078e278	TextureFilename\n
0x0078e2b7	Material\n
0x0078e35c	MeshFace\n
0x0078e3d7	MeshFaceWraps\n
0x0078e45b	MeshTextureCoords\n
0x0078e4df	MeshMaterialList\n
0x0078e576	MeshNormals\n
0x0078e62f	MeshVertexColors\n
0x0078e760	FrameTransformMatrix\n
0x0078e7b4	Frame\n
0x0078e7e1	FloatKeys\n
0x0078e83c	TimedFloatKeys\n
0x0078e893	AnimationKey\n
0x0078e90e	AnimationOptions\n
0x0078e969	Animation\n
0x0078e99a	AnimationSet\n
0x0078e9d7	InlineData\n
0x0078ea5e	ProgressiveMesh\n
0x0078eb14	StringProperty\n
0x0078eb5c	PropertyBag\n
0x0078eb9d	ExternalVisual\n
0x0078ebf7	RightHanded\n
0x007927e4	D3D8 Application
0x007927f8	D3D Window
0x00792810	 (sw vp)
0x0079281c	 (simulated mixed vp)
0x00792834	 (mixed vp)
0x00792840	 (simulated hw vp)
0x00792854	 (hw vp)
0x00792860	 (simulated pure hw vp)
0x00792878	 (pure hw vp)
0x0079288c	%d samples
0x007928a0	%ld x %ld x %ld
0x007928b0	 (D32)
0x007928b8	 (D24X4S4)
0x007928c4	 (D24S8)
0x007928d0	 (D24X8)
0x007928dc	 (D15S1)
0x007928e8	 (D16)
0x007928f0	%.02f fps (%dx%dx%d)
0x00792908	\n\nSwitching to the reference rasterizer,\na software device that implements the entire\nDirect3D feature set, but runs very slowly.
0x0079298c	\n\nThis sample will now exit.
0x007929ac	Generic application error. Enable\ndebug output for detailed information.
0x007929f8	Not enough video memory.
0x00792a14	A D3D object has a non-zero reference\ncount (meaning things were not properly\ncleaned up).
0x00792a70	Could not reset the Direct3D device.
0x00792a98	Could not load required media.
0x00792ab8	This sample requires functionality that is\nnot available on your Direct3D hardware\naccelerator with the current desktop display\nsettings.\nPress F2 while the app is running to see a\nlist of available devices and modes.
0x00792b94	Your Direct3D hardware accelerator cannot\nrender into a window with the current\ndesktop display settings.\nPress F2 while the app is running to see a\nlist of available devices and modes.
0x00792c50	Your Direct3D hardware accelerator cannot\nrender into a window.\nPress F2 while the app is running to see a\nlist of available devices and modes.
0x00792ce0	No hardware-accelerated Direct3D devices\nwere found.
0x00792d18	This sample requires functionality that is\nnot available on your Direct3D hardware\naccelerator.
0x00792d78	This sample cannot run in a desktop\nwindow with the current display settings.\nPlease change your desktop settings to a\n16- or 32-bit display mode and re-run this\nsample.
0x00792e24	Not enough memory.
0x00792e38	Could not initialize Direct3D. You may\nwant to check that the latest version of\nDirectX is correctly installed on your\nsystem.  Also make sure that this program\nwas compiled with header files that match\nthe installed DirectX DLLs.
0x00792f20	Could not find any compatible Direct3D\ndevices.
0x00792fe4	Dead!!!!!!!!!!!!!!!!!!!!!\n
0x00793010	nztest_
0x00793018	nzbuf_
0x00793020	lookat_
0x00793028	call_
0x0079307c	file read err !!\n
0x007930d4	file open err!!\n
0x007930ec	_normalmap
0x007930f8	_alpha_s
0x00793104	_col_b
0x0079310c	_col_p
0x00793114	_alpha_
0x00793218	vs.1.0\r\nm4x4 oPos, v0, c16\r\ndp4 oFog.x, v0, c18\r\nmov  oD0.xyzw, c04\r\nmov  oT0.xy, v9.xy   ; Base Texture\r\n
0x00794372	\r\nmov r11.w, v0.w\r\nm4x4 oPos, r11, c16\r\ndp4 oFog.x, r11, c18\r\nmov  oD0.xyzw, c04\r\nmov  oT0.xy, v9.xy   ; Base Texture\r\n
0x00795258	vs.1.0\r\nm4x4 oPos, v0, c16\r\ndp4 oFog.x, v0, c18\r\nmov  oD0.xyzw, v2\r\nmov  oT0.xy, v9.xy   ; Base Texture\r\n
0x00796358	vs.1.0\r\nm4x4 oPos, v0, c16\r\nmov  oD0.xyz, c04\r\ndp4 r1, v0, c18\r\nadd r1, r1, -c05.x\r\nrcp r1.y, c05.z\r\nmul oD0.w, r1.x, r1.y\r\nmov  oT0.xy, v9.xy\r\n
0x007974b2	\r\nmov r11.w, v0.w\r\nm4x4 oPos, r11, c16\r\nmov  oD0.xyz, c04\r\ndp4 r1, r11, c18\r\nadd r1, r1, -c05.x\r\nrcp r1.y, c05.z\r\nmul oD0.w, r1.x, r1.y\r\nmov  oT0.xy, v9.xy\r\n
0x007983d8	vs.1.0\r\nm4x4 oPos, v0, c16\r\nmov  r2, c04\r\nmul  r2.xyz, r2, c09\r\nmov  oD0.xyzw, r2\r\nmov  oT0.xy, v9.xy   ; Base Texture\r\n;r5 = tangent space light vector\r\ndp3  r5.x, v3, c08\r\ndp3  r5.y, v4, c08\r\ndp3  r5.z, v5, c08\r\nmov  oT1.xyz, r5.xyz ; Tangent Space Light vector\r\nmov  oT2, v10
0x0079981e	\r\nmov r11.w, v0.w\r\nm4x4 oPos, r11, c16\r\nmov  r2, c04\r\nmul  r2.xyz, r2, c09\r\nmov  oD0.xyzw, r2\r\nmov  oT0.xy, v9.xy   ; Base Texture\r\n;r5 = tangent space light vector\r\ndp3  r5.x, r9, c08\r\ndp3  r5.y, r8, c08\r\ndp3  r5.z, r7, c08\r\nmov  oT1.xyz, r5.xyz ; Tangent Space Light vector\r\nmov  oT2, v10
0x0079a3d8	vs.1.0\r\nm4x4 oPos, v0, c16\r\nmov  oT0.xy, v9.xy   ; Base Texture\r\n;r5 = tangent space light vector\r\ndp3  r5.x, v3, c08\r\ndp3  r5.y, v4, c08\r\ndp3  r5.z, v5, c08\r\nmov  oT1.xyz, r5.xyz ; Tangent Space Light vector\r\ndp3  r5.x, v3, c09\r\ndp3  r5.y, v4, c09\r\ndp3  r5.z, v5, c09\r\nmov  oT2.xyz, r5.xyz ; Tangent Space Light vector\r\ndp3  r5.x, v3, c10\r\ndp3  r5.y, v4, c10\r\ndp3  r5.z, v5, c10\r\nmov  oT3.xyz, r5.xyz ; Tangent Space Light vector\r\n
0x0079b81e	\r\nmov r11.w, v0.w\r\nm4x4 oPos, r11, c16\r\nmov  oT0.xy, v9.xy   ; Base Texture\r\n;r5 = tangent space light vector\r\ndp3  r5.x, r9, c08\r\ndp3  r5.y, r8, c08\r\ndp3  r5.z, r7, c08\r\nmov  oT1.xyz, r5.xyz ; Tangent Space Light vector\r\ndp3  r5.x, r9, c09\r\ndp3  r5.y, r8, c09\r\ndp3  r5.z, r7, c09\r\nmov  oT2.xyz, r5.xyz ; Tangent Space Light vector\r\ndp3  r5.x, r9, c10\r\ndp3  r5.y, r8, c10\r\ndp3  r5.z, r7, c10\r\nmov  oT3.xyz, r5.xyz ; Tangent Space Light vector\r\n
0x0079c418	vs.1.0\r\nm4x4 oPos, v0, c16\r\nmov  r2, v2\r\nmul  r2.xyz, r2, c09\r\nmov  oD0.xyzw, r2\r\nmov r4, c10\r\nsub r3, r4, v0\r\ndp3 r3.w, r3, r3\r\nrsq r3.w, r3.w\r\nmul r3, r3, r3.w\r\nadd r5, r3, c08\r\ndp3 r5.w, r5, r5\r\nrsq r5.w, r5.w\r\nmul r5, r5, r5.w\r\nmov  oT0.xy, v9.xy   ; Base Texture\r\ndp3  r6.x, v5, r5\r\ndp3  r6.y, v6, r5\r\ndp3  r6.z, v7, r5\r\nmov  oT1.xyz, r6.xyz ; Tangent Space Light vector\r\nmov  oT2, v10
0x0079d458	vs.1.0\r\nm4x4 oPos, v0, c16\r\nmov  oT0.xy, v9.xy   ; Base Texture\r\ndp3  oT1.x, v3, c20\r\ndp3  oT1.y, v4, c20\r\ndp3  oT1.z, v5, c20\r\ndp3  oT2.x, v3, c21\r\ndp3  oT2.y, v4, c21\r\ndp3  oT2.z, v5, c21\r\ndp3  oT3.x, v3, c22\r\ndp3  oT3.y, v4, c22\r\ndp3  oT3.z, v5, c22\r\nmov  oT1.w, c5.x\r\nmov  oT2.w, c5.y\r\nmov  oT3.w, c5.z\r\n
0x0079e458	vs.1.0\r\nm4x4 oPos, v0, c16\r\nmov  r2, c04\r\nmul  r2.xyz, r2, c09\r\nmov  oD0.xyzw, r2\r\nmov  oT0, v1 ; Object space Normal vector\r\nmov  oT1, c08 ; Object space Light vector\r\nmov  oT2, c10 ; Object space Half vector
0x0079f4d8	vs.1.0\r\nm4x4 oPos, v0, c16\r\nmov  r2, c04\r\nmul  r2.xyz, r2, c09\r\nmov  oD0.xyzw, r2\r\nmov  oT0, v3 ; Object space Normal vector\r\nmov  oT1, c08 ; Object space Light vector\r\nmov  oT2, v9
0x007a0735	\r\nmov r11.w, v0.w\r\nm4x4 oPos, r11, c16\r\nmov  r2, c04\r\nmul  r2.xyz, r2, c09\r\nmov  oD0.xyzw, r2\r\nmov  oT0, r10 ; World space Normal vector\r\nmov  oT1, c08 ; World space Light vector\r\nmov  oT2, v9
0x007a14d8	vs.1.0\r\nm4x4 oPos, v0, c16\r\nmov  oT0, v3 ; Object space Normal vector\r\nmov  oT1, c08 ; Object space Light vector\r\nmov  oT2, c09 ; Object space Light vector\r\nmov  oT3, c10 ; Object space Light vector
0x007a2735	\r\nmov r11.w, v0.w\r\nm4x4 oPos, r11, c16\r\nmov  oT0, r10 ; World space Normal vector\r\nmov  oT1, c08 ; World space Light vector\r\nmov  oT2, c09 ; World space Light vector\r\nmov  oT3, c10 ; World space Light vector
0x007a3518	vs.1.0\r\nm4x4 oPos, v0, c16\r\nmov  r2, v2\r\nmul  r2.xyz, r2, c09\r\nmov  oD0.xyzw, r2\r\nmov r4, c10\r\nsub r3, r4, v0\r\ndp3 r3.w, r3, r3\r\nrsq r3.w, r3.w\r\nmul r3, r3, r3.w\r\nadd r5, r3, c08\r\ndp3 r5.w, r5, r5\r\nrsq r5.w, r5.w\r\nmul r5, r5, r5.w\r\nmov  oT0, v1 ; Object space Normal vector\r\nmov  oT1, r5 ; Object space Half vector\r\nmov  oT2, v9
0x007a4598	vs.1.0\r\nm4x4 oPos, v0, c16\r\ndp4 oFog.x, v0, c18\r\nmov  oD0.xyzw, c04\r\nm4x4 oT0, v0, c20\r\n
